PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31991191","Emotional expressions in human and non-human great apes","Kret ME, Prochazkova E, Sterck EHM, Clay Z.","Neurosci Biobehav Rev. 2020 Aug;115:378-395. doi: 10.1016/j.neubiorev.2020.01.027. Epub 2020 Jan 25.","Kret ME","Neurosci Biobehav Rev","2020","2020/01/29","","","10.1016/j.neubiorev.2020.01.027"
"29759889","Social Learning Strategies: Bridge-Building between Fields","Kendal RL, Boogert NJ, Rendell L, Laland KN, Webster M, Jones PL.","Trends Cogn Sci. 2018 Jul;22(7):651-665. doi: 10.1016/j.tics.2018.04.003. Epub 2018 May 11.","Kendal RL","Trends Cogn Sci","2018","2018/05/16","","","10.1016/j.tics.2018.04.003"
"27368636","Key cognitive preconditions for the evolution of language","Donald M.","Psychon Bull Rev. 2017 Feb;24(1):204-208. doi: 10.3758/s13423-016-1102-x.","Donald M","Psychon Bull Rev","2017","2016/07/03","","","10.3758/s13423-016-1102-x"
"31749114","Questioning the developmental effects of group size on cognitive abilities","Lambert CT, Sewall KB, Guillette LM.","Learn Behav. 2019 Dec;47(4):280-283. doi: 10.3758/s13420-019-00395-4.","Lambert CT","Learn Behav","2019","2019/11/22","","","10.3758/s13420-019-00395-4"
"28533456","Colour, vision and coevolution in avian brood parasitism","Stoddard MC, Hauber ME.","Philos Trans R Soc Lond B Biol Sci. 2017 Jul 5;372(1724):20160339. doi: 10.1098/rstb.2016.0339.","Stoddard MC","Philos Trans R Soc Lond B Biol Sci","2017","2017/05/24","PMC5444060","","10.1098/rstb.2016.0339"
"29989164","Sleep and nesting behavior in primates: A review","Fruth B, Tagg N, Stewart F.","Am J Phys Anthropol. 2018 Jul;166(3):499-509. doi: 10.1002/ajpa.23373.","Fruth B","Am J Phys Anthropol","2018","2018/07/11","","","10.1002/ajpa.23373"
"31387483","Optimal foraging and the information theory of gambling","Baddeley RJ, Franks NR, Hunt ER.","J R Soc Interface. 2019 Aug 30;16(157):20190162. doi: 10.1098/rsif.2019.0162. Epub 2019 Aug 7.","Baddeley RJ","J R Soc Interface","2019","2019/08/08","PMC6731492","","10.1098/rsif.2019.0162"
"32841719","Egg recognition and brain size in a cuckoo host","Liu J, Yang C, Yu J, Wang H, Møller AP, Liang W.","Behav Processes. 2020 Nov;180:104223. doi: 10.1016/j.beproc.2020.104223. Epub 2020 Aug 22.","Liu J","Behav Processes","2020","2020/08/26","","","10.1016/j.beproc.2020.104223"
"31082478","Ecological rationality: Convergent decision-making in apes and capuchins","De Petrillo F, Rosati AG.","Behav Processes. 2019 Jul;164:201-213. doi: 10.1016/j.beproc.2019.05.010. Epub 2019 May 11.","De Petrillo F","Behav Processes","2019","2019/05/15","","","10.1016/j.beproc.2019.05.010"
"30951814","Sex-dependent discrimination learning in lizards: A meta-analysis","Szabo B, Whiting MJ, Noble DWA.","Behav Processes. 2019 Jul;164:10-16. doi: 10.1016/j.beproc.2019.04.002. Epub 2019 Apr 2.","Szabo B","Behav Processes","2019","2019/04/06","","","10.1016/j.beproc.2019.04.002"
"26781049","Using robots to understand animal cognition","Frohnwieser A, Murray JC, Pike TW, Wilkinson A.","J Exp Anal Behav. 2016 Jan;105(1):14-22. doi: 10.1002/jeab.193.","Frohnwieser A","J Exp Anal Behav","2016","2016/01/20","","","10.1002/jeab.193"
"30973969","Heterochrony in chimpanzee and bonobo spatial memory development","Rosati AG.","Am J Phys Anthropol. 2019 Jun;169(2):302-321. doi: 10.1002/ajpa.23833. Epub 2019 Apr 11.","Rosati AG","Am J Phys Anthropol","2019","2019/04/12","PMC6510607","NIHMS1021011","10.1002/ajpa.23833"
"29024277","How intraspecific variation in seed-dispersing animals matters for plants","Zwolak R.","Biol Rev Camb Philos Soc. 2018 May;93(2):897-913. doi: 10.1111/brv.12377. Epub 2017 Oct 10.","Zwolak R","Biol Rev Camb Philos Soc","2018","2017/10/13","","","10.1111/brv.12377"
"28556474","Describing mate preference functions and other function-valued traits","Kilmer JT, Fowler-Finn KD, Gray DA, Höbel G, Rebar D, Reichert MS, Rodríguez RL.","J Evol Biol. 2017 Sep;30(9):1658-1673. doi: 10.1111/jeb.13122. Epub 2017 Jun 25.","Kilmer JT","J Evol Biol","2017","2017/05/31","","","10.1111/jeb.13122"
"33142087","Evidence supporting the microbiota-gut-brain axis in a songbird","Slevin MC, Houtz JL, Bradshaw DJ 2nd, Anderson RC.","Biol Lett. 2020 Nov;16(11):20200430. doi: 10.1098/rsbl.2020.0430. Epub 2020 Nov 4.","Slevin MC","Biol Lett","2020","2020/11/03","PMC7728682","","10.1098/rsbl.2020.0430"
"32335449","Behavioral impacts of a mixture of six pesticides on rats","Sergievich AA, Khoroshikh PP, Artemenko AF, Zakharenko AM, Chaika VV, Kodintsev VV, Stroeva OA, Lenda EG, Tsatsakis A, Burykina TI, Agathokleous E, Kostoff RN, Zlatian O, Docea AO, Golokhvast KS.","Sci Total Environ. 2020 Jul 20;727:138491. doi: 10.1016/j.scitotenv.2020.138491. Epub 2020 Apr 15.","Sergievich AA","Sci Total Environ","2020","2020/04/27","","","10.1016/j.scitotenv.2020.138491"
"29484541","Taking an insect-inspired approach to bird navigation","Pritchard DJ, Healy SD.","Learn Behav. 2018 Mar;46(1):7-22. doi: 10.3758/s13420-018-0314-5.","Pritchard DJ","Learn Behav","2018","2018/02/28","PMC5842277","","10.3758/s13420-018-0314-5"
"31138638","Hornets possess long-lasting olfactory memories","Gong Z, Tan K, Nieh JC.","J Exp Biol. 2019 Jul 5;222(Pt 13):jeb200881. doi: 10.1242/jeb.200881.","Gong Z","J Exp Biol","2019","2019/05/30","","","10.1242/jeb.200881"
"29967298","Interdisciplinary approaches for uncovering the impacts of architecture on collective behaviour","Pinter-Wollman N, Penn A, Theraulaz G, Fiore SM.","Philos Trans R Soc Lond B Biol Sci. 2018 Aug 19;373(1753):20170232. doi: 10.1098/rstb.2017.0232.","Pinter-Wollman N","Philos Trans R Soc Lond B Biol Sci","2018","2018/07/04","PMC6030586","","10.1098/rstb.2017.0232"
"30287906","A cross-species approach to disorders affecting brain and behaviour","Devinsky O, Boesch JM, Cerda-Gonzalez S, Coffey B, Davis K, Friedman D, Hainline B, Houpt K, Lieberman D, Perry P, Prüss H, Samuels MA, Small GW, Volk H, Summerfield A, Vite C, Wisniewski T, Natterson-Horowitz B.","Nat Rev Neurol. 2018 Nov;14(11):677-686. doi: 10.1038/s41582-018-0074-z.","Devinsky O","Nat Rev Neurol","2018","2018/10/06","","","10.1038/s41582-018-0074-z"
"27436730","The behavioral ecology of variation in social insects","Jandt JM, Gordon DM.","Curr Opin Insect Sci. 2016 Jun;15:40-4. doi: 10.1016/j.cois.2016.02.012. Epub 2016 Mar 2.","Jandt JM","Curr Opin Insect Sci","2016","2016/07/21","","","10.1016/j.cois.2016.02.012"
"31507000","Co-evolution of cerebral and cerebellar expansion in cetaceans","Muller AS, Montgomery SH.","J Evol Biol. 2019 Dec;32(12):1418-1431. doi: 10.1111/jeb.13539. Epub 2019 Sep 26.","Muller AS","J Evol Biol","2019","2019/09/12","PMC6916408","","10.1111/jeb.13539"
"29212749","Treating hummingbirds as feathered bees: a case of ethological cross-pollination","Pritchard DJ, Tello Ramos MC, Muth F, Healy SD.","Biol Lett. 2017 Dec;13(12):20170610. doi: 10.1098/rsbl.2017.0610. Epub 2017 Dec 6.","Pritchard DJ","Biol Lett","2017","2017/12/08","PMC5746538","","10.1098/rsbl.2017.0610"
"33073470","Learning in non-avian reptiles 40 years on: advances and promising new directions","Szabo B, Noble DWA, Whiting MJ.","Biol Rev Camb Philos Soc. 2020 Oct 19. doi: 10.1111/brv.12658. Online ahead of print.","Szabo B","Biol Rev Camb Philos Soc","2020","2020/10/19","","","10.1111/brv.12658"
"26781051","Why study cognition in the wild (and how to test it)?","Pritchard DJ, Hurly TA, Tello-Ramos MC, Healy SD.","J Exp Anal Behav. 2016 Jan;105(1):41-55. doi: 10.1002/jeab.195.","Pritchard DJ","J Exp Anal Behav","2016","2016/01/20","","","10.1002/jeab.195"
"28137967","Selenomethionine Mitigates Cognitive Decline by Targeting Both Tau Hyperphosphorylation and Autophagic Clearance in an Alzheimer's Disease Mouse Model","Zhang ZH, Wu QY, Zheng R, Chen C, Chen Y, Liu Q, Hoffmann PR, Ni JZ, Song GL.","J Neurosci. 2017 Mar 1;37(9):2449-2462. doi: 10.1523/JNEUROSCI.3229-16.2017. Epub 2017 Jan 30.","Zhang ZH","J Neurosci","2017","2017/02/01","PMC6596838","","10.1523/JNEUROSCI.3229-16.2017"
"32283710","Open Data for Open Questions in Comparative Nutrition","Morimoto J, Lihoreau M.","Insects. 2020 Apr 9;11(4):236. doi: 10.3390/insects11040236.","Morimoto J","Insects","2020","2020/04/15","PMC7240530","","10.3390/insects11040236"
"28236075","Repeatability and consistency of individual behaviour in juvenile and adult Eurasian harvest mice","Schuster AC, Carl T, Foerster K.","Naturwissenschaften. 2017 Apr;104(3-4):10. doi: 10.1007/s00114-017-1430-3. Epub 2017 Feb 24.","Schuster AC","Naturwissenschaften","2017","2017/02/26","PMC5325833","","10.1007/s00114-017-1430-3"
"30939310","Animal Behavior: Ape Curiosity on Camera","Fredrika Forss SI, Motes-Rodrigo A, Tennie C.","Curr Biol. 2019 Apr 1;29(7):R255-R257. doi: 10.1016/j.cub.2019.02.055.","Fredrika Forss SI","Curr Biol","2019","2019/04/03","","","10.1016/j.cub.2019.02.055"
"30451525","Celebrating the continued importance of ""Machiavellian Intelligence"" 30 years on","Hopper LM, van de Waal E, Caldwell CA.","J Comp Psychol. 2018 Nov;132(4):427-431. doi: 10.1037/com0000157.","Hopper LM","J Comp Psychol","2018","2018/11/20","","","10.1037/com0000157"
"27147269","Novel developments in field mechanics","van Casteren A, Venkataraman V, Ennos AR, Lucas PW.","J Hum Evol. 2016 Sep;98:5-17. doi: 10.1016/j.jhevol.2016.03.003. Epub 2016 May 1.","van Casteren A","J Hum Evol","2016","2016/05/06","","","10.1016/j.jhevol.2016.03.003"
"28625354","Foraging Cognition: Reviving the Ecological Intelligence Hypothesis","Rosati AG.","Trends Cogn Sci. 2017 Sep;21(9):691-702. doi: 10.1016/j.tics.2017.05.011. Epub 2017 Jun 15.","Rosati AG","Trends Cogn Sci","2017","2017/06/20","","","10.1016/j.tics.2017.05.011"
"30234324","The structure of ape (hominoidea) intelligence","Kaufman AB, Reynolds MR, Kaufman AS.","J Comp Psychol. 2019 Feb;133(1):92-105. doi: 10.1037/com0000136. Epub 2018 Sep 20.","Kaufman AB","J Comp Psychol","2019","2018/09/21","","","10.1037/com0000136"
"32840698","Spatial cognition in the context of foraging styles and information transfer in ants","Reznikova Z.","Anim Cogn. 2020 Nov;23(6):1143-1159. doi: 10.1007/s10071-020-01423-x. Epub 2020 Aug 25.","Reznikova Z","Anim Cogn","2020","2020/08/26","","","10.1007/s10071-020-01423-x"
"27215574","Coping with a changing soundscape: avoidance, adjustments and adaptations","Potvin DA.","Anim Cogn. 2017 Jan;20(1):9-18. doi: 10.1007/s10071-016-0999-9. Epub 2016 May 23.","Potvin DA","Anim Cogn","2017","2016/05/25","","","10.1007/s10071-016-0999-9"
"27014002","The Representation of Three-Dimensional Space in Fish","Burt de Perera T, Holbrook RI, Davis V.","Front Behav Neurosci. 2016 Mar 8;10:40. doi: 10.3389/fnbeh.2016.00040. eCollection 2016.","Burt de Perera T","Front Behav Neurosci","2016","2016/03/26","PMC4781870","","10.3389/fnbeh.2016.00040"
"31816275","Predation risk mediates cognitive constraints following physical exertion in schoolmaster snapper","Elvidge CK, Cooke SJ.","Physiol Behav. 2020 Feb 1;214:112767. doi: 10.1016/j.physbeh.2019.112767. Epub 2019 Dec 6.","Elvidge CK","Physiol Behav","2020","2019/12/10","","","10.1016/j.physbeh.2019.112767"
"30987738","Primates are living links to our past: The contribution of comparative studies with wild vervet monkeys to the field of social cognition","Mertz J, Surreault A, van de Waal E, Botting J.","Cortex. 2019 Sep;118:65-81. doi: 10.1016/j.cortex.2019.03.007. Epub 2019 Mar 21.","Mertz J","Cortex","2019","2019/04/17","","","10.1016/j.cortex.2019.03.007"
"30536039","Smarter through group living: A response to Smulders","Ashton BJ, Ridley AR, Thornton A.","Learn Behav. 2019 Dec;47(4):277-279. doi: 10.3758/s13420-018-0366-6.","Ashton BJ","Learn Behav","2019","2018/12/12","","","10.3758/s13420-018-0366-6"
"30451528","Communication as a fundamental part of machiavellian intelligence","Lucas JR, Gentry KE, Sieving KE, Freeberg TM.","J Comp Psychol. 2018 Nov;132(4):442-454. doi: 10.1037/com0000138.","Lucas JR","J Comp Psychol","2018","2018/11/20","","","10.1037/com0000138"
"33090846","Interactive rhythms in the wild, in the brain, and in silico","Anichini M, de Heer Kloots M, Ravignani A.","Can J Exp Psychol. 2020 Sep;74(3):170-175. doi: 10.1037/cep0000224.","Anichini M","Can J Exp Psychol","2020","2020/10/22","","","10.1037/cep0000224"
"31096599","Future Directions for Personality Research: Contributing New Insights to the Understanding of Animal Behavior","Wilson V, Guenther A, Øverli Ø, Seltmann MW, Altschul D.","Animals (Basel). 2019 May 15;9(5):240. doi: 10.3390/ani9050240.","Wilson V","Animals (Basel)","2019","2019/05/18","PMC6562689","","10.3390/ani9050240"
"30982650","Social Contact Acts as Appetitive Reinforcement and Supports Associative Learning in Honeybees","Cholé H, Carcaud J, Mazeau H, Famié S, Arnold G, Sandoz JC.","Curr Biol. 2019 Apr 22;29(8):1407-1413.e3. doi: 10.1016/j.cub.2019.03.025. Epub 2019 Apr 11.","Cholé H","Curr Biol","2019","2019/04/16","","","10.1016/j.cub.2019.03.025"
"31747550","Regulation of macronutrient intake in termites: A dietary self-selection experiment","Poissonnier LA, Simpson SJ, Dussutour A, Buhl J.","J Insect Physiol. 2020 Jan;120:103983. doi: 10.1016/j.jinsphys.2019.103983. Epub 2019 Nov 17.","Poissonnier LA","J Insect Physiol","2020","2019/11/21","","","10.1016/j.jinsphys.2019.103983"
"25950737","Predicting the continuum between corridors and barriers to animal movements using Step Selection Functions and Randomized Shortest Paths","Panzacchi M, Van Moorter B, Strand O, Saerens M, Kivimäki I, St Clair CC, Herfindal I, Boitani L.","J Anim Ecol. 2016 Jan;85(1):32-42. doi: 10.1111/1365-2656.12386. Epub 2015 Aug 6.","Panzacchi M","J Anim Ecol","2016","2015/05/08","","","10.1111/1365-2656.12386"
"31916996","The ecology of Australopithecus anamensis in the early Pliocene of Kanapoi, Kenya","Bobe R, Manthi FK, Ward CV, Plavcan JM, Carvalho S.","J Hum Evol. 2020 Mar;140:102717. doi: 10.1016/j.jhevol.2019.102717. Epub 2020 Jan 6.","Bobe R","J Hum Evol","2020","2020/01/10","","","10.1016/j.jhevol.2019.102717"
"29170257","Cognitive skills of common shrews (Sorex araneus) vary with seasonal changes in skull size and brain mass","Lázaro J, Hertel M, LaPoint S, Wikelski M, Stiehler M, Dechmann DKN.","J Exp Biol. 2018 Jan 22;221(Pt 2):jeb166595. doi: 10.1242/jeb.166595.","Lázaro J","J Exp Biol","2018","2017/11/25","","","10.1242/jeb.166595"
"30950189","Death among primates: a critical review of non-human primate interactions towards their dead and dying","Gonçalves A, Carvalho S.","Biol Rev Camb Philos Soc. 2019 Aug;94(4):1502-1529. doi: 10.1111/brv.12512. Epub 2019 Apr 4.","Gonçalves A","Biol Rev Camb Philos Soc","2019","2019/04/06","","","10.1111/brv.12512"
"32669435","Individual learning phenotypes drive collective behavior","Cook CN, Lemanski NJ, Mosqueiro T, Ozturk C, Gadau J, Pinter-Wollman N, Smith BH.","Proc Natl Acad Sci U S A. 2020 Jul 28;117(30):17949-17956. doi: 10.1073/pnas.1920554117. Epub 2020 Jul 15.","Cook CN","Proc Natl Acad Sci U S A","2020","2020/07/17","PMC7395545","","10.1073/pnas.1920554117"
"27485658","Anxiety modulates cognitive deficits in a perinatal glutathione deficit animal model of schizophrenia","Preissmann D, Dépré M, Schenk F, Gisquet-Verrier P.","Brain Res. 2016 Oct 1;1648(Pt A):459-468. doi: 10.1016/j.brainres.2016.07.042. Epub 2016 Jul 30.","Preissmann D","Brain Res","2016","2016/08/04","","","10.1016/j.brainres.2016.07.042"
"28743603","Pre- and post-natal melatonin administration partially regulates brain oxidative stress but does not improve cognitive or histological alterations in the Ts65Dn mouse model of Down syndrome","Corrales A, Parisotto EB, Vidal V, García-Cerro S, Lantigua S, Diego M, Wilhem Filho D, Sanchez-Barceló EJ, Martínez-Cué C, Rueda N.","Behav Brain Res. 2017 Sep 15;334:142-154. doi: 10.1016/j.bbr.2017.07.022. Epub 2017 Jul 23.","Corrales A","Behav Brain Res","2017","2017/07/27","","","10.1016/j.bbr.2017.07.022"
"31713106","Elephant behavior toward the dead: A review and insights from field observations","Goldenberg SZ, Wittemyer G.","Primates. 2020 Jan;61(1):119-128. doi: 10.1007/s10329-019-00766-5. Epub 2019 Nov 11.","Goldenberg SZ","Primates","2020","2019/11/13","","","10.1007/s10329-019-00766-5"
"31288648","Bumblebees learn foraging routes through exploitation-exploration cycles","Kembro JM, Lihoreau M, Garriga J, Raposo EP, Bartumeus F.","J R Soc Interface. 2019 Jul 26;16(156):20190103. doi: 10.1098/rsif.2019.0103. Epub 2019 Jul 10.","Kembro JM","J R Soc Interface","2019","2019/07/11","PMC6685008","","10.1098/rsif.2019.0103"
"31753993","Of crows and tools","Klump BC.","Science. 2019 Nov 22;366(6468):965. doi: 10.1126/science.aaz7775.","Klump BC","Science","2019","2019/11/23","","","10.1126/science.aaz7775"
"31071155","Right on track? Performance of satellite telemetry in terrestrial wildlife research","Hofman MPG, Hayward MW, Heim M, Marchand P, Rolandsen CM, Mattisson J, Urbano F, Heurich M, Mysterud A, Melzheimer J, Morellet N, Voigt U, Allen BL, Gehr B, Rouco C, Ullmann W, Holand Ø, Jørgensen NH, Steinheim G, Cagnacci F, Kroeschel M, Kaczensky P, Buuveibaatar B, Payne JC, Palmegiani I, Jerina K, Kjellander P, Johansson Ö, LaPoint S, Bayrakcismith R, Linnell JDC, Zaccaroni M, Jorge MLS, Oshima JEF, Songhurst A, Fischer C, Mc Bride RT Jr, Thompson JJ, Streif S, Sandfort R, Bonenfant C, Drouilly M, Klapproth M, Zinner D, Yarnell R, Stronza A, Wilmott L, Meisingset E, Thaker M, Vanak AT, Nicoloso S, Graeber R, Said S, Boudreau MR, Devlin A, Hoogesteijn R, May-Junior JA, Nifong JC, Odden J, Quigley HB, Tortato F, Parker DM, Caso A, Perrine J, Tellaeche C, Zieba F, Zwijacz-Kozica T, Appel CL, Axsom I, Bean WT, Cristescu B, Périquet S, Teichman KJ, Karpanty S, Licoppe A, Menges V, Black K, Scheppers TL, Schai-Braun SC, Azevedo FC, Lemos FG, Payne A, Swanepoel LH, Weckworth BV, Berger A, Bertassoni A, McCulloch G, Šustr P, Athreya V, Bockmuhl D, Casaer J, Ekori A, Melovski D, Richard-Hansen C, van de Vyver D, Reyna-Hurtado R, Robardet E, Selva N, Sergiel A, Farhadinia MS, et al.","PLoS One. 2019 May 9;14(5):e0216223. doi: 10.1371/journal.pone.0216223. eCollection 2019.","Hofman MPG","PLoS One","2019","2019/05/10","PMC6508664","","10.1371/journal.pone.0216223"
"26729924","Correlated pay-offs are key to cooperation","Taborsky M, Frommen JG, Riehl C.","Philos Trans R Soc Lond B Biol Sci. 2016 Feb 5;371(1687):20150084. doi: 10.1098/rstb.2015.0084.","Taborsky M","Philos Trans R Soc Lond B Biol Sci","2016","2016/01/06","PMC4760186","","10.1098/rstb.2015.0084"
"31311964","Genotypic trade-off between appetitive and aversive capacities in honeybees","Junca P, Garnery L, Sandoz JC.","Sci Rep. 2019 Jul 16;9(1):10313. doi: 10.1038/s41598-019-46482-4.","Junca P","Sci Rep","2019","2019/07/18","PMC6635639","","10.1038/s41598-019-46482-4"
